iter	RMSE
288	0.6382948137
289	0.6376674368
290	0.6371083701
291	0.636441004
292	0.6360257407
293	0.6352947398
294	0.6346946909
295	0.6340888417
296	0.6335090471
297	0.6330275245
298	0.6325535267
299	0.6317161933
300	0.6309364121
301	0.630448637
302	0.6301075603
303	0.6293507567
304	0.6286289683
305	0.6281038928
306	0.6274444018
307	0.6269357787
308	0.626473692
309	0.625685821
310	0.6252925358
311	0.6246667856
312	0.624195242
313	0.6236793897
314	0.6231833425
315	0.6226217861
316	0.622019661
317	0.621302301
318	0.6205723211
319	0.6202457235
320	0.6196325066
321	0.6190843156
322	0.6183935116
323	0.6179710607
324	0.6174966492
325	0.6170623937
326	0.6165821454
327	0.6160847445
328	0.615701609
329	0.6150245061
330	0.6147136596
331	0.614325737
332	0.6138388794
333	0.613418603
334	0.6128809612
335	0.6124581397
336	0.6121971562
337	0.6116041202
338	0.6107918806
339	0.6101662852
340	0.6097624206
341	0.6092239474
342	0.6085578059
343	0.6081625836
344	0.6076805801
345	0.6072444144
346	0.6068526317
347	0.6061055407
348	0.6055731899
349	0.6051056251
350	0.6048004973
351	0.6043692291
352	0.603936388
353	0.6034845102
354	0.6030604335
355	0.6025281939
356	0.6018823391
357	0.6012752568
358	0.6008182184
359	0.6004288271
360	0.6000543968
361	0.5995813904
362	0.5989515873
363	0.5985164609
364	0.598111974
365	0.5978231638
366	0.5974339823
367	0.5969320294
368	0.5965228187
369	0.5962278313
370	0.5958691613
371	0.595542178
372	0.5950628509
373	0.5947288882
374	0.5941729721
375	0.5936145282
376	0.5931735671
377	0.592757405
378	0.592382529
379	0.5920269876
380	0.5916755698
381	0.5912801156
382	0.5909036994
383	0.5904708797
384	0.5900651309
385	0.5896297679
386	0.5892799627
387	0.588960141
388	0.5886062557
389	0.5882455227
390	0.5879207946
391	0.587673033
392	0.5873945977
393	0.5870527805
394	0.5867356679
395	0.5864587896
396	0.5862092486
397	0.5857676918
398	0.5854464463
399	0.5849586602
400	0.5845751195
401	0.5840732245
402	0.5836224408
403	0.5832828997
404	0.582758624
405	0.5824216604
406	0.5818486534
407	0.5813462963
408	0.5809218638
409	0.5805220727
410	0.5801533379
411	0.5798941623
412	0.5794152311
413	0.5790020386
414	0.5785962338
415	0.5781837764
416	0.5778224858
417	0.5775607493
418	0.5770971873
419	0.5766073796
420	0.5762869514
421	0.5758372991
422	0.5755354129
423	0.575299763
424	0.5750545763
425	0.574648845
426	0.5742652307
427	0.5739094032
428	0.573578498
429	0.5732106925
430	0.5728196586
431	0.572287699
432	0.572033466
433	0.5716470505
434	0.5712924156
435	0.5709612928
436	0.5706481134
437	0.5702210447
438	0.5699141875
439	0.5695350472
440	0.5690427206
441	0.5686066613
442	0.5682455462
443	0.5678320556
444	0.5673727173
445	0.567024861
446	0.5666236427
447	0.5662260379
448	0.5659718529
449	0.5657576425
450	0.5654577307
451	0.5651229403
452	0.5648988581
453	0.5646808079
454	0.5643078501
455	0.5639631027
456	0.5636295779
457	0.5631675945
458	0.5628145887
459	0.5626003784
460	0.5622778032
461	0.5620220034
462	0.56172511
463	0.5612996674
464	0.5609806883
465	0.5607990627
466	0.5605534017
467	0.5603335857
468	0.5599878296
469	0.5597514571
470	0.5594518908
471	0.559121095
472	0.5588262735
473	0.558473199
474	0.5581811123
475	0.5579149187
476	0.5576722515
477	0.5573265514
478	0.5571334991
479	0.5568044779
480	0.5565385078
481	0.5562326453
482	0.5559121226
483	0.5555588399
484	0.5551618746
485	0.5548557717
486	0.5544072431
487	0.5541319623
488	0.5538426227
489	0.5536395892
490	0.5533488926
491	0.5530788161
492	0.5527786688
493	0.5525750594
494	0.5523246042
495	0.5519610285
496	0.551591605
497	0.5513092156
498	0.5509220189
499	0.5506205916
500	0.5502667802
501	0.5499759195
502	0.5497080447
503	0.549411504
504	0.549121385
505	0.5488849007
506	0.5486244179
507	0.5482622563
508	0.5480300177
509	0.5477182368
510	0.5474243355
511	0.5471326222
512	0.5469174488
513	0.5467301763
514	0.5464044597
515	0.5461008278
516	0.5458746595
517	0.5456625314
518	0.5453932941
519	0.5451461872
520	0.5448720355
521	0.5445531236
522	0.5443449844
523	0.5440997509
524	0.5437656332
525	0.5434883988
526	0.5431890122
527	0.5430018815
528	0.5427433678
529	0.5424358322
530	0.542209161
531	0.5418763134
532	0.541625242
533	0.5413896225
534	0.5411604301
535	0.5409417567
536	0.5406818054
537	0.5402808441
538	0.5399781871
539	0.5397214447
540	0.5394722962
541	0.5391441928
542	0.5388772201
543	0.5386847889
544	0.5384745597
545	0.5382559452
546	0.5380019058
547	0.5377466244
548	0.5374976523
549	0.5372200514
550	0.5370029757
551	0.5366687858
552	0.5364736482
553	0.5362007603
554	0.5359623675
555	0.5357788311
556	0.5355374538
557	0.5352892344
558	0.5351255692
559	0.5349107878
560	0.5346766257
561	0.5344500781
562	0.534203379
563	0.5339932473
564	0.533725937
565	0.5334426377
566	0.5332737417
567	0.5330185442
568	0.5328164425
569	0.5326080421
570	0.5323986767
571	0.5321444952
572	0.531894979
573	0.5316769889
574	0.5314886179
575	0.5312814842
576	0.5310636089
577	0.5308755874
578	0.5307072955
579	0.5304905123
580	0.5302625163
581	0.529986993
582	0.5297552761
583	0.5296000809
584	0.5294214745
585	0.5291791913
586	0.5289945056
587	0.528779787
588	0.5285989785
589	0.528338807
590	0.5281199146
591	0.5278953289
592	0.5277025973
593	0.5275090037
594	0.5272985257
595	0.5270537615
596	0.5268416647
597	0.5266304454
598	0.5264114157
599	0.5261390515
600	0.5258318563
601	0.5256847465
602	0.5254116543
603	0.5251373839
604	0.5248993117
605	0.524678723
606	0.5243895464
607	0.5241666082
608	0.5239296714
609	0.5237411581
610	0.5235122947
611	0.5233485547
612	0.5231706642
613	0.5228792795
614	0.5226448004
615	0.5224428585
616	0.5222305817
617	0.5220626214
618	0.5217983856
619	0.5216289181
620	0.5214540079
621	0.5211850004
622	0.5209848056
623	0.5207835698
624	0.5205472009
625	0.5202852806
626	0.5201254718
627	0.5199525148
628	0.5197540402
629	0.5196256987
630	0.5194356073
631	0.5192170914
632	0.5190244886
633	0.5187440826
634	0.5185452652
635	0.5183772855
636	0.5181383766
637	0.5178952483
638	0.5177107805
639	0.5175405682
640	0.5172717661
641	0.5170591431
642	0.5168771001
643	0.5167122594
644	0.5165036095
645	0.5162955685
646	0.5160304396
647	0.5158663741
648	0.51571208
649	0.5155265158
650	0.5153348564
651	0.5151142996
652	0.5149297683
653	0.5146962693
654	0.5144595226
655	0.5142698093
656	0.514023733
657	0.5138233681
658	0.5136300291
659	0.5134304049
660	0.5132559324
661	0.5130924881
662	0.5129525328
663	0.5127514425
664	0.5125722863
665	0.512356236
666	0.5121635666
667	0.512032651
668	0.511876626
669	0.5117049146
670	0.5114995673
671	0.5113482722
672	0.5111604592
673	0.5110016081
674	0.510804358
675	0.5105543086
676	0.5103507565
677	0.5101703842
678	0.5100445153
679	0.5098354017
680	0.509625106
681	0.509423956
682	0.5092555397
683	0.5091514741
684	0.5089888149
685	0.5087703435
686	0.5085928645
687	0.508406194
688	0.5082380661
689	0.5080393967
690	0.5078328802
691	0.5076344639
692	0.5074400299
693	0.5072637162
694	0.5070885153
695	0.506927473
696	0.5066881766
697	0.5064556558
698	0.5062676749
699	0.5061060683
700	0.5059344382
701	0.5057610233
702	0.505561331
703	0.5053867399
704	0.5052029497
705	0.5050007232
706	0.5048881699
707	0.5047019067
708	0.5045675665
709	0.5043726293
710	0.5041912194
711	0.5039989465
712	0.5038144659
713	0.5036427852
714	0.503452183
715	0.5032715344
716	0.5030622085
717	0.502929524
718	0.5027485866
719	0.5025711042
720	0.502367809
721	0.5022613373
722	0.5021101067
723	0.5019098478
724	0.5017822503
725	0.5016405709
726	0.5014480523
727	0.5013239393
728	0.5011964112
729	0.5010477903
730	0.5008980375
731	0.5007171229
732	0.500539416
733	0.5003745164
734	0.5001889294
735	0.5000309999
736	0.4998719046
737	0.499710383
738	0.4995341912
739	0.499351448
740	0.4991913475
741	0.4990183005
742	0.4988698767
743	0.4987275254
744	0.4985316286
745	0.498371043
746	0.4981733873
747	0.4980170568
748	0.4977902266
749	0.4976747063
750	0.4975505208
751	0.4974222874
752	0.4972757977
753	0.4971369838
754	0.4969356649
755	0.4967752295
756	0.496575222
757	0.4963677236
758	0.4961803382
759	0.496049391
760	0.4958840428
761	0.4956810866
762	0.4955469209
763	0.4953968102
764	0.4952223102
765	0.4950450579
766	0.4948865039
767	0.4947272396
768	0.4945817106
769	0.4944658875
770	0.4943162083
771	0.4941902795
772	0.4940032425
773	0.4938311005
774	0.4936702858
775	0.4935172846
776	0.4933731688
777	0.4932154049
778	0.4930920029
779	0.4929681517
780	0.4928043078
781	0.4926394949
782	0.4924584744
783	0.4923367577
784	0.49219928
785	0.4920117903
786	0.4918654056
787	0.4917149678
788	0.4915606631
789	0.4914463067
790	0.4913311132
791	0.4911855831
792	0.4910552991
793	0.4909140701
794	0.4907738988
795	0.4906215951
796	0.4904727485
797	0.4903262044
798	0.4901313653
799	0.4899654128
800	0.4898385486
801	0.4896608206
802	0.4895324149
803	0.489406365
804	0.4892689778
805	0.4891363627
806	0.4889658339
807	0.4888439056
808	0.4887210536
809	0.4885645669
810	0.4884229496
811	0.4882708901
812	0.4880812672
813	0.4879708264
814	0.4878175065
815	0.487627418
816	0.487513713
817	0.4873863504
818	0.4872365837
819	0.4871259097
820	0.4870062919
821	0.4868784706
822	0.4867303386
823	0.4866127538
824	0.4864687827
825	0.4863017698
826	0.4861457098
827	0.4860082822
828	0.4858518173
829	0.4857273209
830	0.4855668778
831	0.4854125586
832	0.4852662629
833	0.4851114553
834	0.4849979341
835	0.4848716149
836	0.4847348596
837	0.4845897074
838	0.4844126992
839	0.48427228
840	0.48414899
841	0.4840136584
842	0.4838672812
843	0.4837404492
844	0.4836287599
845	0.4834862465
846	0.483344645
847	0.4832239795
848	0.483095079
849	0.4829662333
850	0.4828546237
851	0.4827250736
852	0.4826356074
853	0.4824940651
854	0.4823373467
855	0.4822100696
856	0.4820547938
857	0.4819157745
858	0.4817931979
859	0.4816946138
860	0.4815712441
861	0.4814333169
862	0.481284486
863	0.4811110612
864	0.480985464
865	0.4808734494
866	0.4807034657
867	0.4805737666
868	0.4804501196
869	0.4803053176
870	0.4801718111
871	0.4800214799
872	0.4798892379
873	0.4797524934
874	0.4796225769
875	0.4795262242
876	0.4794023822
877	0.4792487841
878	0.4791339699
879	0.4790090435
880	0.4788910021
881	0.4787775785
882	0.4786678711
883	0.4785521261
884	0.4784325491
885	0.478275813
886	0.4781563764
887	0.4780417231
888	0.4779066806
889	0.4777974081
890	0.4776433416
891	0.4775128018
892	0.4774005078
893	0.4772615056
894	0.477130222
895	0.4770305131
896	0.4769191732
897	0.4767395378
898	0.4765924065
899	0.4764799605
900	0.4763382304
901	0.4762170866
902	0.4760889991
903	0.4759992416
904	0.4758940946
905	0.4757551082
906	0.4756685636
907	0.4755406185
908	0.475445362
909	0.47532229
910	0.4751912272
911	0.475063414
912	0.4749386268
913	0.4747936424
914	0.4746550976
915	0.4745510902
916	0.4744434612
917	0.474300401
918	0.4741735879
919	0.4740526354
920	0.4739159399
921	0.4737890664
922	0.4736824046
923	0.47357687
924	0.4734513439
925	0.4733127384
926	0.4731656987
927	0.4730865304
928	0.4729490712
929	0.4728480829
930	0.4727131157
931	0.4726043007
932	0.4724983899
933	0.4723718941
934	0.4722438603
935	0.4721487378
936	0.4720194525
937	0.4718939927
938	0.4717602411
939	0.4716135045
940	0.4715051036
941	0.471377452
942	0.4712527247
943	0.4711342881
944	0.4710392975
945	0.4709323134
946	0.4707986198
947	0.4706723809
948	0.47057942
949	0.4704769072
950	0.4703534036
951	0.4702694804
952	0.4701436738
953	0.4699823104
954	0.4698471591
955	0.4697255117
956	0.4696251972
957	0.4695052925
958	0.4693873206
959	0.4692811752
960	0.4691654148
961	0.4690564714
962	0.4689304185
963	0.4688122542
964	0.4686649771
965	0.4685459142
966	0.4684525542
967	0.4683325231
968	0.4681865251
969	0.4680232679
970	0.4678992899
971	0.4677579201
972	0.4676685287
973	0.4675668754
974	0.4674348844
975	0.4672943768
976	0.4671681862
977	0.4670438264
978	0.4669338374
979	0.4668263046
980	0.4667347472
981	0.4666365778
982	0.4665056585
983	0.466396705
984	0.4662910265
985	0.4661818756
986	0.4660903147
987	0.4659620299
988	0.4658626021
989	0.4657396032
990	0.4656271565
991	0.4654955931
992	0.4653806759
993	0.465262366
994	0.4651745657
995	0.4650531874
996	0.4649356983
997	0.4648275587
998	0.4647043381
999	0.4646189135
1000	0.4645191958
1001	0.46443498
1002	0.4643085274
1003	0.4641993075
1004	0.4640954084
1005	0.4640048469
1006	0.4638741085
1007	0.4637759033
1008	0.463668865
1009	0.4635711771
1010	0.463468597
1011	0.4633360356
1012	0.4632252825
1013	0.4630817292
1014	0.4629887886
1015	0.4628816972
1016	0.4627982048
1017	0.4627096973
1018	0.4626009617
1019	0.4625093009
1020	0.4624074098
1021	0.4623215304
1022	0.4622003045
1023	0.4621058592
1024	0.4619952813
1025	0.461891198
1026	0.461800007
1027	0.4616831568
1028	0.4615488139
1029	0.4614315872
1030	0.4613185386
1031	0.4612188325
1032	0.4611367954
1033	0.461039726
1034	0.4609612478
1035	0.460871512
1036	0.4607616694
1037	0.4606711871
1038	0.4605921876
1039	0.4604680061
1040	0.4603665814
1041	0.4602485461
1042	0.4601269385
1043	0.4599962595
1044	0.4599018544
1045	0.4598006352
1046	0.4596888772
1047	0.459585226
1048	0.4594449451
1049	0.4593464782
1050	0.4592554069
1051	0.4591433336
1052	0.4590494389
1053	0.4589382754
1054	0.458831927
1055	0.4587462751
1056	0.4586455598
1057	0.4585358034
1058	0.4584279247
1059	0.4583255571
1060	0.4582285888
1061	0.4581164356
1062	0.4580402339
1063	0.4579257195
1064	0.4578274168
1065	0.4577321932
1066	0.4576040141
1067	0.4575033247
1068	0.4574123367
1069	0.457311479
1070	0.4571667826
1071	0.4570840059
1072	0.4569680861
1073	0.4568811497
1074	0.456796462
1075	0.4566973139
1076	0.4565962245
1077	0.4565036047
1078	0.456387539
1079	0.4562978057
1080	0.4561913602
1081	0.4561221436
1082	0.4560110387
1083	0.4559202108
1084	0.4558371787
1085	0.4557525451
1086	0.4556603106
1087	0.4555438074
1088	0.4554509124
1089	0.4553536096
1090	0.4552627577
1091	0.4551641026
1092	0.4550442672
1093	0.4549429119
1094	0.45485642
1095	0.4547704759
1096	0.4546902651
1097	0.4545995568
1098	0.4545034502
1099	0.4544152253
1100	0.4543431863
1101	0.4542445389
1102	0.4541265804
1103	0.4540301261
1104	0.4539209096
1105	0.4538296596
1106	0.4537333562
1107	0.4536292224
1108	0.4535125701
1109	0.4534149161
1110	0.4533283486
1111	0.4532300392
1112	0.4531389496
1113	0.4530554961
1114	0.4529751146
1115	0.4528498731
1116	0.4527509395
1117	0.4526532739
1118	0.4525488285
1119	0.4524606582
1120	0.4523704614
1121	0.4522836324
1122	0.4522050046
1123	0.4521173081
1124	0.4520203586
1125	0.4519283593
1126	0.4518360708
1127	0.4517345243
1128	0.451609946
1129	0.4515471662
1130	0.4514662063
1131	0.4513726919
1132	0.4512743369
1133	0.451154792
1134	0.451065971
1135	0.4509841839
1136	0.4509132752
1137	0.4508360239
1138	0.45075512
1139	0.4506738552
1140	0.4505832265
1141	0.4504933684
1142	0.4504101032
1143	0.4503332061
1144	0.4502485452
1145	0.4501602553
1146	0.4500560199
1147	0.4499611037
1148	0.4498595417
1149	0.4497828198
1150	0.4496894317
1151	0.4496158646
1152	0.4495215277
1153	0.4494135079
1154	0.4493292574
1155	0.4492217634
1156	0.4491323825
1157	0.4490373573
1158	0.4489681654
1159	0.4488824303
1160	0.448768597
1161	0.4486847303
1162	0.448556435
1163	0.4484744182
1164	0.448392929
1165	0.4483045653
1166	0.4482272989
1167	0.4481375164
1168	0.4480617788
1169	0.4479790415
1170	0.4479008372
1171	0.4478165923
1172	0.447735015
1173	0.4476665069
1174	0.4475932611
1175	0.4475111799
1176	0.4474123078
1177	0.4473236874
1178	0.4472280471
1179	0.4471548517
1180	0.4470655796
1181	0.446981246
1182	0.4469104389
1183	0.4468332743
1184	0.4467398184
1185	0.4466626969
1186	0.446565235
1187	0.446484755
1188	0.4464042748
1189	0.4463220746
1190	0.4462502348
1191	0.4461742523
1192	0.4461012363
1193	0.4460272916
1194	0.4459424442
1195	0.4458401582
1196	0.4457698426
1197	0.4456889227
1198	0.4455972585
1199	0.4455153117
1200	0.4454336244
1201	0.4453587059
1202	0.4452870212
1203	0.4452036175
1204	0.4451260073
1205	0.4450420371
1206	0.4449543011
1207	0.4448750787
1208	0.4448039359
1209	0.4447288854
1210	0.4446399121
1211	0.4445339882
1212	0.4444587982
1213	0.4443814207
1214	0.4442958653
1215	0.4442200456
1216	0.4441380108
1217	0.4440490367
1218	0.4439705757
1219	0.4438968231
1220	0.4438054427
1221	0.4437335636
1222	0.4436650462
1223	0.4435837862
1224	0.4434903893
1225	0.4434133506
1226	0.4433120929
1227	0.4432278596
1228	0.4431593113
1229	0.4430945877
1230	0.4430246262
1231	0.4429539104
1232	0.4428697675
1233	0.4427955401
1234	0.4427079294
1235	0.4426363779
1236	0.4425706836
1237	0.4424673805
1238	0.4423658251
1239	0.4422650481
1240	0.4421675872
1241	0.4420754341
1242	0.4419770451
1243	0.4418934935
1244	0.4418153253
1245	0.4417536738
1246	0.4416544834
1247	0.4415556126
1248	0.4414819705
1249	0.4413944265
1250	0.4413105522
1251	0.4412134655
1252	0.4411345163
1253	0.4410517853
1254	0.4409719262
1255	0.4408830008
1256	0.4408225304
1257	0.4407599651
1258	0.4406755931
1259	0.4406015962
1260	0.4405229088
1261	0.4404484983
1262	0.4403663763
1263	0.4402892713
1264	0.4402072102
1265	0.4401341969
1266	0.4400661241
1267	0.4399925022
1268	0.4399169642
1269	0.4398407949
1270	0.4397650737
1271	0.4396860624
1272	0.4395823745
1273	0.4394995206
1274	0.4394245172
1275	0.4393640518
1276	0.439277049
1277	0.4392144349
1278	0.4391273041
1279	0.439056559
1280	0.4389767062
1281	0.4388885508
1282	0.4388324405
1283	0.4387616342
1284	0.4386716176
1285	0.4385974672
1286	0.4385264041
1287	0.4384482973
1288	0.4383615078
1289	0.4382723132
1290	0.4381843614
1291	0.4381077671
1292	0.4380463331
1293	0.4379735291
1294	0.4379108733
1295	0.4378325442
1296	0.4377279658
1297	0.4376517884
1298	0.4375887829
1299	0.4375235373
1300	0.4374465282
1301	0.4373780766
1302	0.4373029741
1303	0.4372425729
1304	0.4371668449
1305	0.4371127554
1306	0.4370377726
1307	0.4369465743
1308	0.4368738205
1309	0.436804887
1310	0.436739954
1311	0.4366504407
1312	0.436561752
1313	0.4364876496
1314	0.4364284192
1315	0.4363483156
1316	0.4362868242
1317	0.4362222252
1318	0.4361460608
1319	0.4360651427
1320	0.4360002885
1321	0.4359314009
1322	0.4358660699
1323	0.4357959008
1324	0.4357206862
1325	0.4356436408
1326	0.4355732942
1327	0.435484147
1328	0.4354163781
1329	0.4353445127
1330	0.4352829052
1331	0.4352114871
1332	0.4351126187
1333	0.4350466398
1334	0.4349777476
1335	0.4349032553
1336	0.434817758
1337	0.4347463971
1338	0.4346835165
1339	0.4346111272
1340	0.4345447593
1341	0.4344700117
1342	0.4343978331
1343	0.4343176347
1344	0.4342371253
1345	0.4341559978
1346	0.4341012418
1347	0.434045829
1348	0.4339707016
1349	0.4339028562
1350	0.4338431276
1351	0.4337598043
1352	0.4336884233
1353	0.4336368011
1354	0.4335606778
1355	0.4334574771
1356	0.4333983822
1357	0.4333282404
1358	0.4332530033
1359	0.4331787917
1360	0.4331092744
1361	0.4330451157
1362	0.4329975485
1363	0.4329097024
1364	0.4328337857
1365	0.4327470431
1366	0.4326812738
1367	0.4326083671
1368	0.4325373921
1369	0.4324659838
1370	0.4323947046
1371	0.4323307117
1372	0.4322576388
1373	0.4321894547
1374	0.4321255545
1375	0.4320582208
1376	0.4320021739
1377	0.4319042827
1378	0.4318306279
1379	0.4317648655
1380	0.4317030298
1381	0.4316286269
1382	0.4315560766
1383	0.4314914938
1384	0.4314250954
1385	0.431355126
1386	0.4312808636
1387	0.4312181498
1388	0.4311414093
1389	0.4310873417
1390	0.4310197895
1391	0.4309505743
1392	0.4309006875
1393	0.4308352292
1394	0.4307396535
1395	0.4306717471
1396	0.4306145337
1397	0.4305576606
1398	0.4304974562
1399	0.4304233457
1400	0.430349977
1401	0.4302899448
1402	0.4302234117
1403	0.4301309893
1404	0.4300615607
1405	0.4299921864
1406	0.4299292209
1407	0.4298731179
1408	0.4298060638
1409	0.4297187949
1410	0.4296487592
1411	0.4295919775
1412	0.429530542
1413	0.4294574364
1414	0.4293920036
1415	0.4293266577
1416	0.4292516784
1417	0.4291946757
1418	0.4291189056
1419	0.4290546874
1420	0.4289859404
1421	0.4289218211
1422	0.4288689944
1423	0.428802329
1424	0.4287394512
1425	0.4286717849
1426	0.4286181912
1427	0.4285521178
1428	0.4285001729
1429	0.4284254716
1430	0.4283608355
1431	0.4283012222
1432	0.4282356248
1433	0.4281808859
1434	0.4281260559
1435	0.4280451935
1436	0.427967743
1437	0.4279145504
1438	0.4278541087
1439	0.4278008592
1440	0.4277509254
1441	0.4276776453
1442	0.4275999337
1443	0.427549502
1444	0.427490328
1445	0.4274322706
1446	0.4273661479
1447	0.4272876586
1448	0.4272196191
1449	0.4271566756
1450	0.4271019046
1451	0.4270320526
1452	0.4269571267
1453	0.4268983687
1454	0.4268435688
1455	0.4267851838
1456	0.4267105831
1457	0.4266406519
1458	0.4265868888
1459	0.4265169331
1460	0.4264459715
1461	0.4263757246
1462	0.4263197979
1463	0.4262718859
1464	0.426198557
1465	0.4261521843
1466	0.4260931466
1467	0.4260355918
1468	0.4259810434
1469	0.4259189907
1470	0.4258622177
1471	0.425793207
1472	0.4257377135
1473	0.4256679829
1474	0.4256058661
1475	0.4255441987
1476	0.4254865148
1477	0.4254295109
1478	0.4253752195
1479	0.4253150203
1480	0.4252449904
1481	0.4251799941
1482	0.4251169403
1483	0.4250725404
1484	0.4250054787
1485	0.4249510179
1486	0.4248871023
1487	0.4248238985
1488	0.4247499928
1489	0.4246877463
1490	0.4246217766
1491	0.4245650773
1492	0.4245060814
1493	0.4244467306
1494	0.4243876264
1495	0.4243259559
1496	0.4242635207
1497	0.4242109539
1498	0.4241525069
1499	0.4240887018
